p_id,Gender,age,vintage (days),has_passed_logical_ability,has_passed_reading_comprehension,has_passed_general_awareness,has_passed_attention_to_detail,has_passed_pattern_recog,Life Time Earnings in Rs.,qualifiers_rejects,qualifiers_approved,qualifiers_re_attempts,voice_rejects,voice_approved,voice_re_attempts,sd_rejects,sd_approved,sd_re_attempts,ts_rejects,ts_approved,ts_re_attempts,other_data_rejects,other_data_approved,other_data_re_attempts,lives,Q Score Qualifiers,Q Score voice,Q Score Sd,Q Score ts,Q score other data,P Score Qualifiers,P Score voice,P Score Sd,P Score ts,P score other data,Q_logical_ability,Q_reading_comprehension,Q_general_awareness,Q_attention_to_detail,Q_pattern_recog,Average Q Score
1254,2,19,852,FALSE,FALSE,TRUE,TRUE,TRUE,28963.98,21,97,79,0,21,0,4,1911,169,0,77,0,76,6404,905,5,0.370558376,2,1.749040307,2,1.591198375,37.05583756,100,93.72600768,100,89.77995938,0,0,100,100,100,72.05618046
1634,1,21,837,TRUE,TRUE,TRUE,FALSE,TRUE,15138.81,10,62,89,1,55,0,3,1880,233,4,199,7,37,3996,749,5,0.093167702,1.928571429,1.663988658,1.823809524,1.49916353,9.316770186,98.21428571,91.59971645,95.5952381,87.47908825,100,100,100,0,100,78.22050987
2287,1,22,815,FALSE,FALSE,TRUE,TRUE,TRUE,8980.44,14,98,71,0,2,0,0,23,3,8,131,3,51,1793,394,5,0.530054645,2,1.653846154,1.711267606,1.380697051,51.50273224,100,91.34615385,92.78169014,84.51742627,0,0,100,100,100,72.01480025
4055,1,19,758,FALSE,FALSE,FALSE,FALSE,TRUE,787.25,9,10,24,1,1,0,0,0,0,2,160,4,12,186,35,5,-0.511627907,0,#DIV/0!,1.879518072,1.343347639,0,0,#DIV/0!,96.98795181,83.58369099,0,0,0,0,100,#DIV/0!
4392,1,20,755,FALSE,FALSE,FALSE,FALSE,TRUE,13861.5,35,73,105,1,1,2,0,1230,155,5,539,21,81,3370,770,5,-0.136150235,-0.5,1.664259928,1.853097345,1.375977257,0,0,91.60649819,96.32743363,84.39943141,0,0,0,0,100,37.23333632
4638,1,18,755,TRUE,TRUE,TRUE,TRUE,TRUE,7220.11,15,80,66,0,13,2,0,83,16,0,0,0,41,1376,428,5,0.397515528,1.6,1.515151515,#DIV/0!,1.215176152,39.7515528,90,87.87878788,#DIV/0!,80.37940379,100,100,100,100,100,#DIV/0!
6162,1,18,747,TRUE,TRUE,TRUE,TRUE,TRUE,42005.39,20,153,115,2,174,22,20,6427,688,2,468,20,115,11410,2205,5,0.524305556,1.626262626,1.69950946,1.86122449,1.484705025,51.21527778,90.65656566,92.48773651,96.53061224,87.11762564,100,100,100,100,100,91.80078178
8133,1,20,700,TRUE,TRUE,FALSE,TRUE,TRUE,47162.43,19,136,112,0,3,0,6,3798,349,1,841,29,48,11097,1141,5,0.456928839,2,1.742114134,1.895522388,1.705762657,45.6928839,100,93.55285336,97.3880597,92.64406642,100,100,0,100,100,82.92778634
8163,1,18,700,TRUE,TRUE,TRUE,TRUE,TRUE,3077.95,17,46,60,0,7,5,1,24,8,0,308,13,43,639,208,5,-0.016260163,0.75,1.151515152,1.878504673,1.105617978,0,62.5,78.78787879,96.96261682,77.64044944,100,100,100,100,100,81.5890945
8104,1,18,700,FALSE,FALSE,FALSE,FALSE,FALSE,15,7,4,6,0,0,0,0,0,0,0,0,0,9,7,6,1,-0.705882353,#DIV/0!,#DIV/0!,#DIV/0!,-0.454545455,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,#DIV/0!
8454,1,22,690,TRUE,TRUE,TRUE,TRUE,TRUE,11903.18,18,58,72,1,4,1,1,882,87,0,744,11,29,2698,422,5,0.054054054,0.833333333,1.726804124,1.956291391,1.561130518,5.405405405,66.66666667,93.17010309,98.90728477,89.02826294,100,100,100,100,100,85.31777229
8467,2,27,690,TRUE,TRUE,TRUE,TRUE,TRUE,11705.4,23,49,56,0,2,0,4,248,37,9,1325,29,53,2937,466,5,-0.03125,2,1.560553633,1.909757887,1.534143519,0,100,89.01384083,97.74394718,88.35358796,100,100,100,100,100,87.5111376
8647,1,18,684,TRUE,TRUE,TRUE,TRUE,TRUE,8313.73,11,51,50,0,3,2,0,46,21,1,607,32,20,1805,259,5,0.267857143,0.8,1.059701493,1.84375,1.588771593,26.78571429,65,76.49253731,96.09375,89.71928983,100,100,100,100,100,85.40912914
8797,1,29,680,TRUE,TRUE,TRUE,TRUE,TRUE,61122.73,21,345,149,7,525,6,36,5955,442,12,1871,121,183,15840,1905,5,0.968932039,1.914498141,1.771490751,1.79491018,1.640394913,73.44660194,97.86245353,94.28726877,94.87275449,91.00987282,100,100,100,100,100,95.14789516
9007,1,18,671,FALSE,FALSE,TRUE,TRUE,TRUE,7525.75,8,131,49,8,1873,1,0,0,0,0,53,4,18,2281,110,5,1.04787234,1.981402763,#DIV/0!,1.789473684,1.833125778,76.19680851,99.53506908,#DIV/0!,94.73684211,95.82814446,0,0,100,100,100,#DIV/0!
19547,1,21,596,TRUE,TRUE,TRUE,TRUE,TRUE,107334,23,96,95,1,3,6,6,10064,670,2,1378,36,48,24388,1603,5,0.238317757,-0.2,1.810614525,1.918079096,1.807941933,23.8317757,0,95.26536313,97.9519774,95.19854833,100,100,100,100,100,81.22476646
30161,2,21,596,TRUE,TRUE,TRUE,TRUE,FALSE,94145.44,34,87,115,3,2744,30,13,14778,1351,1,1949,67,101,25817,2672,5,-0.038135593,1.963269716,1.745694462,1.898363907,1.705491431,0,99.08174289,93.64236154,97.45909767,92.63728576,100,100,100,100,0,78.28204879
50188,1,21,596,TRUE,TRUE,TRUE,FALSE,TRUE,88668,16,47,61,0,0,5,7,7861,698,4,658,33,40,19229,1243,5,0.008064516,-1,1.752276442,1.834532374,1.810403666,0.806451613,0,93.80691104,95.86330935,95.26009165,100,100,100,0,100,68.57367637
37389,2,21,596,TRUE,TRUE,TRUE,FALSE,TRUE,80919.32,31,1087,114,64,8917,3,71,4736,497,51,1972,146,257,18641,1332,5,1.621753247,1.970503117,1.665346908,1.704011065,1.751655957,90.54383117,99.26257792,91.6336727,92.60027663,93.79139891,100,100,100,0,100,86.78317573
31188,1,21,596,TRUE,TRUE,TRUE,TRUE,TRUE,80561.69,13,107,77,1,1,3,3,10179,487,0,1740,26,31,19391,1793,5,0.563451777,-0.6,1.861936451,1.95583239,1.74060806,53.17258883,0,96.54841129,98.89580974,93.51520151,100,100,100,100,100,84.21320114
39791,2,21,596,TRUE,TRUE,TRUE,FALSE,TRUE,80153.16,24,940,60,30,18316,1,0,178,56,0,17,1,58,21317,890,5,1.73046875,1.993295907,1.282051282,1.833333333,1.869660903,93.26171875,99.83239767,82.05128205,95.83333333,96.74152257,100,100,100,0,100,86.77202544
40590,1,21,596,TRUE,TRUE,TRUE,TRUE,TRUE,70737.89,26,58,55,23,165,1,59,8033,996,31,183,14,241,14703,1657,5,0.064748201,1.497354497,1.645246479,1.271929825,1.642491416,6.474820144,87.43386243,91.13116197,81.79824561,91.0622854,100,100,100,100,100,85.79003756
37771,2,21,596,TRUE,TRUE,TRUE,TRUE,TRUE,70065.68,22,1319,82,4,10957,2,0,139,28,0,119,3,35,14912,823,5,1.76528461,1.99799325,1.497005988,1.926229508,1.83455929,94.13211525,99.94983125,87.4251497,98.1557377,95.86398224,100,100,100,100,100,97.55268162
38818,1,21,596,TRUE,TRUE,TRUE,TRUE,TRUE,66067.8,20,222,58,0,3,0,5,9133,370,3,150,6,49,15588,1016,5,1.153333333,2,1.881152714,1.811320755,1.805200264,78.83333333,100,97.02881784,95.28301887,95.13000661,100,100,100,100,100,96.62751766
33473,2,23,596,TRUE,TRUE,TRUE,TRUE,FALSE,64673.71,16,240,104,0,1,1,37,9581,752,28,1925,57,175,16501,1873,5,0.955555556,0.5,1.768177435,1.85920398,1.659334735,72.77777778,50,94.20443587,96.4800995,91.48336838,100,100,100,100,0,80.49456815
23518,1,20,561,TRUE,TRUE,TRUE,TRUE,TRUE,26611.58,11,63,82,1,87,2,0,2915,190,1,1257,28,16,6976,542,5,0.141025641,1.888888889,1.816425121,1.931570762,1.775683568,14.1025641,97.22222222,95.41062802,98.28926905,94.3920892,100,100,100,100,100,89.94167726
24799,1,19,525,TRUE,TRUE,TRUE,TRUE,TRUE,4739.52,8,43,36,1,0,1,0,16,4,9,689,9,26,1391,169,5,0.390804598,-1.5,1.4,1.910891089,1.614754098,39.08045977,0,85,97.77227723,90.36885246,100,100,100,100,100,81.22215895
24918,2,19,519,FALSE,FALSE,TRUE,TRUE,TRUE,45991.87,11,105,66,3,228,1,42,5724,600,4,98,5,118,10140,1365,5,0.67032967,1.935344828,1.690857681,1.710280374,1.607072184,58.51648352,98.38362069,92.27144204,92.75700935,90.17680461,0,0,100,100,100,73.21053602
24911,1,20,519,TRUE,TRUE,TRUE,TRUE,TRUE,66.25,3,16,11,1,3,1,0,0,0,0,0,0,3,23,11,4,0.5,0.6,#DIV/0!,#DIV/0!,0.783783784,50,55,#DIV/0!,#DIV/0!,64.18918919,100,100,100,100,100,#DIV/0!
24987,2,24,517,FALSE,FALSE,FALSE,FALSE,FALSE,44294.47,29,67,125,0,0,0,15,7652,882,0,0,0,88,12053,2037,5,-0.221719457,#DIV/0!,1.683471751,#DIV/0!,1.544152913,0,#DIV/0!,92.08679378,#DIV/0!,88.60382282,0,0,0,0,0,#DIV/0!
25090,1,19,514,FALSE,FALSE,FALSE,FALSE,FALSE,17.8,6,6,6,1,0,0,0,0,0,0,0,0,6,8,6,1,-0.333333333,-2,#DIV/0!,#DIV/0!,-0.1,0,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0,#DIV/0!
25175,2,41,512,FALSE,FALSE,TRUE,TRUE,TRUE,37428.91,23,102,99,1,4,6,13,4904,350,6,142,5,101,11455,1448,5,0.263392857,0,1.790772736,1.745098039,1.634881575,26.33928571,0,94.7693184,93.62745098,90.87203937,0,0,100,100,100,60.56080945
25167,1,18,512,FALSE,FALSE,TRUE,TRUE,TRUE,17430.48,9,40,34,0,0,4,4,2079,199,0,0,0,14,3653,372,5,0.337349398,-1,1.731375986,#DIV/0!,1.709829166,33.73493976,0,93.28439965,#DIV/0!,92.74572914,0,0,100,100,100,#DIV/0!
25738,1,26,500,TRUE,TRUE,TRUE,TRUE,TRUE,11712.1,11,38,52,1,0,1,0,60,8,10,1961,40,33,2817,243,5,0.01980198,-1.5,1.647058824,1.920437593,1.721629486,1.98019802,0,91.17647059,98.01093983,93.04073715,100,100,100,100,100,78.42083456
25868,1,18,497,FALSE,FALSE,TRUE,TRUE,TRUE,89.25,5,11,19,0,0,0,0,0,0,0,0,0,6,29,34,4,-0.2,#DIV/0!,#DIV/0!,#DIV/0!,0.173913043,0,#DIV/0!,#DIV/0!,#DIV/0!,17.39130435,0,0,100,100,100,#DIV/0!
26233,1,21,489,FALSE,FALSE,TRUE,TRUE,TRUE,31652.26,18,48,49,0,0,0,2,5051,241,0,247,13,26,7226,673,5,0.095652174,#DIV/0!,1.861919154,1.85,1.732113565,9.565217391,#DIV/0!,96.54797884,96.25,93.30283912,0,0,100,100,100,#DIV/0!
26904,1,21,480,TRUE,TRUE,TRUE,TRUE,TRUE,10569.45,11,46,53,0,1,0,0,8,3,5,380,12,49,2100,306,5,0.154545455,2,1.181818182,1.858942065,1.546232179,15.45454545,100,79.54545455,96.47355164,88.65580448,100,100,100,100,100,88.01293561
27027,1,20,478,TRUE,TRUE,TRUE,TRUE,TRUE,16809.27,17,51,75,21,269,0,1,2393,162,0,26,4,46,4152,515,5,-0.048951049,1.710344828,1.80829421,1.6,1.633142372,0,92.75862069,95.20735524,90,90.8285593,100,100,100,100,100,86.87945352
27492,1,26,466,TRUE,TRUE,TRUE,TRUE,TRUE,60329.6,21,117,93,2,2,7,1006,6449,522,233,1088,38,2357,15475,1560,5,0.428571429,-0.636363636,1.299235301,1.230316409,1.272483498,42.85714286,0,82.48088254,80.75791023,81.81208746,100,100,100,100,100,78.79080231
28335,1,25,451,FALSE,FALSE,TRUE,TRUE,TRUE,44241.77,13,187,92,2,2711,3,0,1101,129,0,1789,68,18,10960,1083,5,0.876712329,1.993740795,1.685365854,1.890145396,1.724649697,68.83561644,99.84351988,92.13414634,97.25363489,93.11624243,0,0,100,100,100,75.118316
28486,1,20,448,TRUE,TRUE,TRUE,TRUE,TRUE,8173.5,9,50,21,0,1,0,0,1390,46,0,5,0,10,2380,216,5,0.7625,2,1.903899721,2,1.73599386,63.125,100,97.59749304,100,93.39984651,100,100,100,100,100,95.41223395
28651,1,18,445,FALSE,FALSE,TRUE,TRUE,TRUE,18847.14,5,42,25,1,0,1,1,4635,313,0,2,0,7,5997,538,5,0.680555556,-1.5,1.809456456,2,1.74900642,59.02777778,0,95.2364114,100,93.7251605,0,0,100,100,100,64.79893497
28686,2,47,444,TRUE,TRUE,TRUE,TRUE,TRUE,883.54,2,22,7,0,0,0,0,0,0,0,7,0,2,188,24,5,1.064516129,#DIV/0!,#DIV/0!,2,1.626168224,76.61290323,#DIV/0!,#DIV/0!,100,90.65420561,100,100,100,100,100,#DIV/0!
28779,1,26,442,TRUE,TRUE,TRUE,TRUE,TRUE,6206.65,8,38,27,0,0,0,0,0,0,15,1173,22,27,1616,134,5,0.452054795,#DIV/0!,#DIV/0!,1.895867769,1.712999437,45.20547945,#DIV/0!,#DIV/0!,97.39669421,92.82498593,100,100,100,100,100,#DIV/0!
29308,1,26,429,TRUE,TRUE,TRUE,TRUE,TRUE,20030.21,12,140,70,1,3,8,2,701,85,0,1051,21,27,4896,843,5,0.837837838,-0.333333333,1.666243655,1.941231343,1.542663892,66.89189189,0,91.65609137,98.53078358,88.56659729,100,100,100,100,100,84.56453641
29412,1,19,427,TRUE,TRUE,FALSE,TRUE,TRUE,46844.46,19,94,83,10,2343,16,5,4770,406,5,1964,95,63,13751,1358,5,0.341836735,1.962853525,1.76104999,1.852228682,1.714869496,34.18367347,99.07133812,94.02624976,96.30571705,92.87173741,100,100,0,100,100,81.64587158
29567,2,24,423,TRUE,TRUE,TRUE,FALSE,TRUE,18470.99,27,78,117,1,0,1,2,955,73,6,1648,60,59,4593,829,5,-0.067567568,-1.5,1.77961165,1.880980163,1.503192848,0,0,94.49029126,97.02450408,87.5798212,100,100,100,0,100,67.90946165
29590,2,19,422,TRUE,TRUE,TRUE,TRUE,TRUE,437.25,12,26,39,0,0,0,0,30,5,0,0,0,15,163,88,5,-0.142857143,#DIV/0!,1.571428571,#DIV/0!,0.781954887,0,#DIV/0!,89.28571429,#DIV/0!,64.09774436,100,100,100,100,100,#DIV/0!
30049,2,18,412,TRUE,TRUE,FALSE,TRUE,TRUE,28313.9,14,133,69,8,919,0,14,1505,225,0,65,2,97,6434,818,5,0.782407407,1.965480043,1.580848624,1.910447761,1.613280718,64.12037037,99.13700108,89.5212156,97.76119403,90.33201796,100,100,0,100,100,84.0871799
30367,1,18,401,FALSE,FALSE,FALSE,FALSE,FALSE,12108.56,20,27,70,0,0,5,0,822,91,1,1973,13,22,3065,275,5,-0.478632479,-1,1.700985761,1.978359336,1.728435455,0,0,92.52464403,99.45898339,93.21088638,0,0,0,0,0,28.51945138
30438,1,20,400,FALSE,FALSE,FALSE,FALSE,FALSE,1807.8,16,29,57,0,0,0,0,0,0,2,22,0,35,445,170,5,-0.303921569,#DIV/0!,#DIV/0!,1.666666667,1,0,#DIV/0!,#DIV/0!,91.66666667,75,0,0,0,0,0,#DIV/0!
31084,1,21,386,TRUE,TRUE,TRUE,TRUE,TRUE,44380.5,20,196,90,16,116,7,36,3709,435,71,1043,46,232,8698,1110,5,0.85620915,1.388489209,1.653349282,1.636206897,1.575896414,67.81045752,84.71223022,91.33373206,90.90517241,89.39741036,100,100,100,100,100,92.41590026
31130,1,27,385,TRUE,TRUE,TRUE,TRUE,TRUE,119.93,2,14,12,1,1,0,0,0,0,0,0,0,5,28,24,4,0.428571429,0,#DIV/0!,#DIV/0!,0.385964912,42.85714286,0,#DIV/0!,#DIV/0!,38.59649123,100,100,100,100,100,#DIV/0!
31177,1,24,384,TRUE,TRUE,TRUE,FALSE,TRUE,44672.07,16,40,60,0,0,1,16,10067,918,0,590,24,33,11751,1114,5,-0.103448276,-1,1.743841469,1.882736156,1.730655916,0,0,93.59603672,97.06840391,93.26639789,100,100,100,0,100,68.39308385
32123,2,20,375,FALSE,FALSE,TRUE,TRUE,TRUE,22573.48,14,41,56,0,0,5,3,3456,185,1,1974,53,24,7368,826,5,-0.018018018,-1,1.844401756,1.919625247,1.686785106,0,0,96.11004391,97.99063116,92.16962765,0,0,100,100,100,58.62703027
34035,1,23,354,FALSE,FALSE,FALSE,FALSE,FALSE,5421.35,17,43,67,0,369,1,1,512,61,0,366,7,23,1804,365,5,-0.118110236,1.991891892,1.674216028,1.943699732,1.458485401,0,99.7972973,91.8554007,98.5924933,86.46213504,0,0,0,0,0,37.67073263
34070,1,21,353,FALSE,FALSE,TRUE,FALSE,FALSE,14213.33,19,45,78,0,2,7,2,976,88,2,1929,124,29,3655,531,5,-0.183098592,-0.333333333,1.744840525,1.815085158,1.594543298,0,0,93.62101313,95.37712895,89.86358244,0,0,100,0,0,37.88617245
34488,1,21,350,FALSE,FALSE,FALSE,FALSE,TRUE,508.28,6,11,14,2,0,1,0,24,31,0,0,0,7,102,86,1,-0.129032258,-1.666666667,0.309090909,#DIV/0!,0.533333333,0,0,30.90909091,#DIV/0!,51.66666667,0,0,0,0,100,#DIV/0!
34826,1,22,342,TRUE,TRUE,FALSE,TRUE,TRUE,12851.11,22,61,86,2,4,3,21,1816,202,39,1382,58,103,3808,534,5,-0.047337278,0.111111111,1.661598823,1.776876268,1.546906637,0,11.11111111,91.53997057,94.42190669,88.67266592,100,100,0,100,100,68.57456543
34972,1,24,336,FALSE,FALSE,TRUE,TRUE,TRUE,60557.83,12,87,78,0,1,1,5,5993,411,9,1961,35,52,14754,1347,5,0.406779661,0.5,1.804493681,1.92967581,1.736952888,40.6779661,50,95.11234202,98.24189526,93.4238222,0,0,100,100,100,67.74560256
35355,1,18,329,FALSE,FALSE,FALSE,FALSE,FALSE,6534.96,28,24,23,1,0,1,27,1759,294,0,0,0,64,2300,471,5,-0.413333333,-1.5,1.524038462,#DIV/0!,1.411287478,0,0,88.10096154,#DIV/0!,85.28218695,0,0,0,0,0,#DIV/0!
35672,1,25,319,TRUE,TRUE,TRUE,TRUE,TRUE,8537.21,13,47,71,0,72,9,0,0,0,4,564,119,24,2550,666,5,-0.022900763,1.666666667,#DIV/0!,1.45705968,1.353703704,0,91.66666667,#DIV/0!,86.42649199,83.84259259,100,100,100,100,100,#DIV/0!
35678,2,26,318,TRUE,TRUE,FALSE,TRUE,TRUE,44753.98,17,79,63,0,3,3,59,5972,534,20,648,43,217,11635,1449,5,0.383647799,0.5,1.720030465,1.70604782,1.607924216,38.36477987,50,93.00076161,92.6511955,90.19810541,100,100,0,100,100,76.42148424
35688,1,19,318,FALSE,FALSE,FALSE,FALSE,FALSE,10788.3,30,38,57,1,0,0,7,2502,331,0,0,0,61,3955,1174,5,-0.328,-2,1.640492958,#DIV/0!,1.274373796,0,0,91.01232394,#DIV/0!,81.85934489,0,0,0,0,0,#DIV/0!
35824,1,18,315,TRUE,TRUE,TRUE,FALSE,TRUE,1382.85,8,22,21,0,13,1,0,0,0,0,238,14,8,343,50,5,0.137254902,1.785714286,#DIV/0!,1.833333333,1.546134663,13.7254902,94.64285714,#DIV/0!,95.83333333,88.65336658,100,100,100,0,100,#DIV/0!
36281,1,19,305,TRUE,TRUE,TRUE,TRUE,TRUE,40796.63,16,71,57,0,0,1,8,6167,469,0,1871,97,28,9394,868,5,0.368055556,-1,1.783413606,1.852134146,1.736054422,36.80555556,0,94.58534016,96.30335366,93.40136054,100,100,100,100,100,82.10956099
36458,1,22,304,FALSE,FALSE,FALSE,FALSE,FALSE,15675.21,31,37,79,1,2,4,10,2839,188,4,1249,168,50,5057,729,5,-0.455782313,-0.285714286,1.801119526,1.634060521,1.590986977,0,0,95.02798815,90.85151302,89.77467443,0,0,0,0,0,27.56541756
36690,1,20,302,TRUE,TRUE,TRUE,TRUE,TRUE,36326.4,17,206,82,25,3702,5,33,2452,231,6,135,5,107,10249,1083,5,0.970491803,1.969185423,1.696244477,1.732876712,1.678555818,73.52459016,99.22963558,92.40611193,93.32191781,91.96389545,100,100,100,100,100,95.04461509
36720,1,21,302,FALSE,FALSE,FALSE,FALSE,FALSE,27132.8,29,60,118,0,1,4,15,6569,730,8,363,29,66,10037,1582,5,-0.270531401,-0.4,1.692370796,1.7025,1.571245186,0,0,92.30926989,92.5625,89.28112965,0,0,0,0,0,27.41528995
37146,1,28,297,TRUE,TRUE,TRUE,TRUE,TRUE,20053.24,19,74,71,9,773,2,21,3469,273,0,11,0,77,7036,867,5,0.237804878,1.946428571,1.760031889,2,1.635463659,23.7804878,98.66071429,94.00079724,100,90.88659148,100,100,100,100,100,90.73285908
37119,1,19,297,TRUE,TRUE,TRUE,TRUE,TRUE,345.3,3,21,19,0,0,2,0,0,0,0,0,0,5,103,28,5,0.395348837,-1,#DIV/0!,#DIV/0!,1.235294118,39.53488372,0,#DIV/0!,#DIV/0!,80.88235294,100,100,100,100,100,#DIV/0!
37197,2,52,296,TRUE,TRUE,FALSE,TRUE,TRUE,2010.41,8,42,30,0,2,1,0,73,13,0,12,0,9,461,146,5,0.475,1,1.546511628,2,1.230519481,47.5,75,88.6627907,100,80.76298701,100,100,0,100,100,79.19257777
37268,2,21,295,FALSE,FALSE,TRUE,TRUE,TRUE,2725.53,5,35,27,0,0,0,1,275,51,0,0,0,9,760,223,5,0.492537313,#DIV/0!,1.519877676,#DIV/0!,1.289314516,49.25373134,#DIV/0!,87.9969419,#DIV/0!,82.2328629,0,0,100,100,100,#DIV/0!
37335,1,26,293,TRUE,TRUE,TRUE,TRUE,TRUE,43704.79,22,47,78,0,4,3,15,7628,638,3,1938,164,49,11149,1303,5,-0.19047619,0.714285714,1.761622992,1.760570071,1.67162627,0,60.71428571,94.04057481,94.01425178,91.79065675,100,100,100,100,100,84.05597691
37338,2,25,293,FALSE,FALSE,FALSE,FALSE,FALSE,16865.06,26,46,55,3,588,3,5,2531,133,2,1307,51,43,5049,522,5,-0.118110236,1.964646465,1.843012364,1.881617647,1.690416815,0,99.11616162,96.0753091,97.04044118,92.26042038,0,0,0,0,0,38.44923323
37404,2,29,292,TRUE,TRUE,TRUE,TRUE,TRUE,36635.39,14,307,88,10,3852,1,1,2749,159,3,616,16,50,11842,989,5,1.217603912,1.988868755,1.834651083,1.905511811,1.754133996,80.4400978,99.72171887,95.86627707,97.63779528,93.8533499,100,100,100,100,100,96.75192389
37406,2,28,292,TRUE,TRUE,FALSE,TRUE,TRUE,3117.64,14,45,77,1,10,1,0,162,78,0,0,0,22,1035,410,5,-0.110294118,1.416666667,1.025,#DIV/0!,1.101567825,0,85.41666667,75.625,#DIV/0!,77.53919564,100,100,0,100,100,#DIV/0!
37420,2,27,292,FALSE,FALSE,FALSE,FALSE,FALSE,2520.57,15,34,58,0,5,6,4,34,25,8,54,1,88,662,280,3,-0.186915888,0.363636364,0.555555556,1.444444444,0.842718447,0,36.36363636,52.77777778,86.11111111,67.13592233,0,0,0,0,0,24.23884476
37421,1,31,292,TRUE,TRUE,TRUE,TRUE,TRUE,712.61,13,29,53,0,0,0,0,14,1,0,1,0,14,197,104,5,-0.221052632,#DIV/0!,1.8,2,0.831746032,0,#DIV/0!,95,100,66.58730159,100,100,100,100,100,#DIV/0!
37677,2,44,289,TRUE,TRUE,TRUE,TRUE,TRUE,40391.38,23,176,93,2,1171,1,9,5518,469,1,1956,59,42,14682,1653,5,0.729452055,1.990630324,1.75933956,1.910218254,1.686939,61.47260274,99.76575809,93.98348899,97.75545635,92.173475,100,100,100,100,100,94.51507812
37608,2,23,289,TRUE,TRUE,TRUE,TRUE,TRUE,23440.99,12,82,114,6,850,0,1,2665,217,1,560,19,35,7432,1039,5,0.125,1.971962617,1.772806105,1.894827586,1.617093816,12.5,99.29906542,94.32015262,97.37068966,90.4273454,100,100,100,100,100,89.39172531
37654,2,32,289,TRUE,TRUE,TRUE,TRUE,TRUE,15460.66,14,83,68,0,141,0,8,580,62,6,164,9,74,3831,605,5,0.424242424,2,1.664615385,1.715083799,1.531929047,42.42424242,100,91.61538462,92.87709497,88.29822616,100,100,100,100,100,91.52149482
37628,2,30,289,TRUE,TRUE,TRUE,FALSE,TRUE,4131.78,13,64,52,0,2,1,4,142,24,0,9,0,44,1241,264,5,0.387596899,1,1.482352941,2,1.375080697,38.75968992,75,87.05882353,100,84.37701743,100,100,100,0,100,78.51955309
37617,2,33,289,TRUE,TRUE,TRUE,TRUE,TRUE,1713.08,18,43,83,0,54,2,0,111,52,0,22,1,29,593,269,5,-0.229166667,1.892857143,1.042944785,1.869565217,0.964085297,0,97.32142857,76.07361963,96.73913043,73.20426487,100,100,100,100,100,84.33384435
37744,2,33,288,TRUE,TRUE,TRUE,TRUE,TRUE,59142.35,17,1380,103,4,5521,1,2,4908,495,3,1079,9,26,15551,1267,5,1.748666667,1.996561708,1.723774283,1.964252979,1.768166706,93.71666667,99.91404271,93.09435708,99.10632447,94.20416766,100,100,100,100,100,98.00355586
37740,1,18,288,TRUE,TRUE,TRUE,TRUE,TRUE,2340.25,5,25,29,0,1,1,0,0,0,0,0,0,11,523,154,5,0.186440678,0.5,#DIV/0!,#DIV/0!,1.264534884,18.6440678,50,#DIV/0!,#DIV/0!,81.61337209,100,100,100,100,100,#DIV/0!
37862,2,24,287,TRUE,TRUE,TRUE,TRUE,TRUE,60314.71,20,291,123,86,7483,5,8,644,94,17,1963,76,201,16041,928,4,0.965437788,1.952601003,1.579088472,1.856031128,1.791030868,73.2718894,98.81502509,89.4772118,96.40077821,94.77577169,100,100,100,100,100,95.27406762
37863,2,26,287,TRUE,TRUE,TRUE,FALSE,TRUE,1098.24,4,23,23,0,0,1,1,6,0,0,0,0,24,349,98,5,0.3,-1,1.428571429,#DIV/0!,1.171974522,30,0,85.71428571,#DIV/0!,79.29936306,100,100,100,0,100,#DIV/0!
37998,2,18,284,TRUE,TRUE,TRUE,TRUE,FALSE,12540.25,28,73,65,10,322,2,1,2564,191,0,337,7,46,4348,542,5,0.15060241,1.862275449,1.790638607,1.938953488,1.633306321,15.06024096,96.55688623,94.76596517,98.47383721,90.83265802,100,100,100,100,0,79.56895876
38311,1,22,279,TRUE,TRUE,TRUE,TRUE,TRUE,41778.31,25,79,96,0,1,4,4,5154,358,6,742,25,55,9672,1054,5,0.06,-0.4,1.802393038,1.871927555,1.686299972,6,0,95.05982596,96.79818887,92.1574993,100,100,100,100,100,79.00155141
39144,2,31,277,FALSE,FALSE,TRUE,TRUE,TRUE,6720.19,18,40,42,22,1002,8,17,460,72,0,0,0,110,2183,357,5,0.02,1.891472868,1.482695811,#DIV/0!,1.429811321,2,97.28682171,87.06739526,#DIV/0!,85.74528302,0,0,100,100,100,#DIV/0!
39228,2,28,276,TRUE,TRUE,TRUE,TRUE,TRUE,56515.92,19,138,85,15,4215,1,1,6956,555,0,1554,109,40,18576,1839,5,0.632231405,1.985109903,1.777822151,1.803367408,1.722463945,56.61157025,99.62774758,94.44555378,95.08418521,93.06159863,100,100,100,100,100,93.88306554
39316,1,36,275,TRUE,TRUE,TRUE,FALSE,TRUE,28549.12,19,57,87,0,2,1,1,2453,268,0,524,7,23,6992,770,5,-0.067484663,1,1.703159442,1.960451977,1.691457932,0,75,92.57898604,99.01129944,92.2864483,100,100,100,0,100,75.88767338
